,Name,City,State,PhoneNumber,Rating,Price
23113,Tim and Louie's,Broken Arrow,OK,19182580365.0,4.0,$
23120,Indian Springs Barber Shop,Broken Arrow,OK,19186910462.0,5.0,$
23148,51st Street Cornell Barber Shop,Chicago,IL,17736438422.0,5.0,$
23149,The Fro Doctor,Chicago,IL,17735692295.0,5.0,$
23150,T N T Barber Shop,Chicago,IL,17736514500.0,4.0,$
23151,Coleman Brothers Barber Shop,Chicago,IL,17734933366.0,5.0,$
23152,Collier Carol,Chicago,IL,17733737090.0,4.0,$
23153,Hyde Park Barber Studio,Chicago,IL,17734938080.0,4.0,$$
23154,Hyde Park Hair Salon,Chicago,IL,17734936028.0,4.0,$$
23155,Joseph Gentle,Chicago,IL,13126132151.0,4.0,$$
23156,57th Street Beauty Salon,Chicago,IL,17732885757.0,3.5,$$
23157,Blues Barber Shop,Chicago,IL,17739557156.0,3.5,$$
23158,Another Barber Shop,Chicago,IL,17739241207.0,4.5,$$
23159,Star Status Barber Shop,Chicago,IL,17735828227.0,2.5,$$
23160,Sporting Image Barber Shop,Chicago,IL,,5.0,$$
23161,Real Rootz Chicago,Chicago,IL,17738856990.0,4.0,$$
23162,Yehia & Co,Chicago,IL,17736671154.0,3.0,$$
23163,Clips and Cuts Etc,Chicago,IL,12162339663.0,4.0,$$
23164,Stepha African Hair Braiding,Chicago,IL,17733754244.0,1.0,$$
23182,Issues Barber & Beauty,Chicago,IL,17739244247.0,3.0,$$$
23210,My Salon,Saint Louis,MO,13143531660.0,5.0,$$
23213,Hair Saloon For Men,Saint Louis,MO,13148214363.0,3.5,$$
23214,Salon Antebellum,Saint Louis,MO,13148491115.0,4.0,$$
23216,Studio Anew Salon - Spa & Float Center,St Louis,MO,13148589595.0,3.5,$$
23289,Hair Saloon For Men,Ellisville,MO,16363945848.0,4.0,$
23295,Blu A Color Salon,Valley Park,MO,16363053411.0,5.0,$$
23296,Hair Saloon For Men,Grover,MO,16364580000.0,3.5,$$
23307,Knights Barber,Harker Heights,TX,12549534247.0,4.5,$
23308,Esquire Barber Shop,Temple,TX,12547787481.0,5.0,$
23310,Barber's Ink,Harker Heights,TX,12549359743.0,5.0,$
23311,True Barbershop,Taylor,TX,15126352812.0,5.0,$
23312,Tito's Downtown Barber Shop,Waco,TX,12547539668.0,4.5,$
23314,A-1 Barber Shop,Killeen,TX,12546347277.0,3.5,$
23316,Blades Barber Shop,Killeen,TX,12544157918.0,5.0,$
23317,Parkdale Barber Shop,Waco,TX,12547760762.0,4.5,$
23320,Best Barber Shop,Killeen,TX,12542004437.0,5.0,$
23321,Olympic Barber & Beauty,Harker Heights,TX,12546908070.0,3.5,$
23322,Ideal Barber Shop,Taylor,TX,,5.0,$
23323,Cut The Crap,Killeen,TX,12547024642.0,4.5,$
23325,ESTILOS BARBER SHOP,Killeen,TX,,3.5,$
23327,East Street Barber Shop,Belton,TX,12542169429.0,5.0,$$
23328,R&B's Barbershop,Temple,TX,12545982182.0,5.0,$$
23329,Gandy's Barber Shop,Temple,TX,12547789730.0,5.0,$$
23330,Baker's Barber & Style Shop,Temple,TX,12547700383.0,4.0,$$
23331,Sport Clips Haircuts of Temple,Temple,TX,12547738383.0,3.0,$$
23332,Great Clips,Harker Heights,TX,12546993858.0,2.5,$$
23339,Toby's Barber Shop,Pleasant Hill,MO,18162984816.0,5.0,$
23346,East Alton Barber & Styling Salon,Independence,MO,18168334141.0,5.0,$
23359,Locker Room,Blue Springs,MO,18162286500.0,3.0,$$
23360,John's Barber Shop,Lees Summit,MO,18165241711.0,4.0,$$
23417,Des Peres Barber Shop,Saint Louis,MO,13148222636.0,2.5,$$
23430,Kirby's Precision Cuts,Clayton,NC,19195500837.0,3.5,$
23431,Men At Work Barbershop,Raleigh,NC,19198328020.0,4.0,$
23432,Forest Hills Barber Shop,Garner,NC,19197722855.0,4.5,$
23433,Steve's Barber Shop,Raleigh,NC,19192316555.0,5.0,$
23434,Five Points Barber Shop,Raleigh,NC,19198288061.0,4.5,$
23435,White's Barber Shop,Raleigh,NC,19198330002.0,5.0,$
23436,Ray's Hair Shop,Raleigh,NC,19198324354.0,4.0,$
23437,Blalock's Barber Salon,Raleigh,NC,19198326153.0,5.0,$
23438,Paul's Barber Shop,Raleigh,NC,19197929540.0,3.5,$
23439,Taperz Barber Shop,Raleigh,NC,19198758595.0,3.0,$
23440,Grip's Barber Shop,Raleigh,NC,19198560019.0,5.0,$
23441,G & G Barber Shop,Raleigh,NC,,4.0,$
23442,Vintage13 Salon,Clayton,NC,19195531335.0,5.0,$$
23443,Van-tique Barbershop,Garner,NC,19196737613.0,4.5,$$
23445,Diamond Cutz,Garner,NC,19197738525.0,3.5,$$
23446,The Bar Ber Shop,Raleigh,NC,19193073814.0,3.5,$$
23447,Arrow - Downtown Raleigh,Raleigh,NC,19193073242.0,4.5,$$
23448,Billionaire's Barbershop Midtown,Raleigh,NC,19193073243.0,4.5,$$
23449,Mr Groomroom Barbershop,Raleigh,NC,19196709740.0,5.0,$$
23450,Tonsorial,Raleigh,NC,19192644146.0,5.0,$$
23451,Bishops Cuts/Color,Raleigh,NC,19842697181.0,4.0,$$
23452,Alter EGO,Raleigh,NC,19198326239.0,4.5,$$
23453,The Barber Shop Professionals,Raleigh,NC,19198312924.0,4.5,$$
23454,Metamorphosis the Suite Salon and Barbershop,Raleigh,NC,19192123700.0,4.0,$$
23455,Sport Clips Haircuts of White Oak Crossing - Garner,Garner,NC,19197790066.0,2.5,$$
23456,BLC Gallery Salon and Spa,Raleigh,NC,19197585051.0,4.5,$$
23457,Glitz & Grunge Barber and Beauty Bar,Raleigh,NC,19192910316.0,3.5,$$
23458,Granville Barber Shop,Oxford,NC,19196936913.0,4.5,$$$
23499,Blades Barbershop,Concord,CA,19258223409.0,4.0,$
23504,CT Best Haircuts,Concord,CA,19256852667.0,4.5,$
23505,Pleasant Cut,Pleasant Hill,CA,19259346680.0,5.0,$
23506,Exclusive Cut Barbershop,Vallejo,CA,17076472556.0,4.0,$
23507,California Haircuts,Concord,CA,19256765555.0,4.0,$
23508,Premier Cuts,Concord,CA,19256855130.0,4.5,$
23509,Cruz's Barber Shop,Pleasant Hill,CA,19259329558.0,5.0,$
23511,Latinos Cuts,Concord,CA,19258259026.0,3.5,$
23512,Great Cuts,Walnut Creek,CA,19259358140.0,4.5,$
23513,Perfect Haircuts & Nails,Pleasant Hill,CA,19256851051.0,4.5,$
23519,Ruben's Barber Shop,Concord,CA,19256804980.0,4.5,$$
23521,Walnut Creek Barbershop,Walnut Creek,CA,19254655039.0,5.0,$$
23522,HeadHunterz,Concord,CA,19253751949.0,5.0,$$
23523,Urban Cutz Barber Lounge,Pleasant Hill,CA,19257985574.0,4.0,$$
23524,The Modern Man,Benicia,CA,17077511884.0,4.5,$$
23525,The Clip Joynte Barber Shop,Walnut Creek,CA,19258187992.0,4.5,$$
23527,Gardelle's Barber Shop,Concord,CA,19256894247.0,4.0,$$
23529,Str8 Edge BarberShop,Walnut Creek,CA,19255656499.0,4.0,$$
23530,Lucas Barber Shop,Concord,CA,19256872181.0,5.0,$$
23531,Dimaggio's Barber Shop,Walnut Creek,CA,19259344516.0,4.5,$$
23532,Barber Parlour,Benicia,CA,17077424270.0,5.0,$$
23533,Le Cuts,Concord,CA,19256775095.0,4.5,$$
23567,Hair Quarters,Saint Louis,MO,13144278308.0,2.0,$$
23576,Matthews Barber Shop 2,Matthews,NC,17048442494.0,4.5,$
23577,Matthew's Barber Shop,Matthews,NC,17048471223.0,4.5,$
23578,Stallings Barber Shop,Matthews,NC,17048211235.0,5.0,$
23579,Brewington Barber Shop,Charlotte,NC,17045234723.0,4.5,$
23580,La Familia Barbershop,Charlotte,NC,19806138764.0,3.5,$
23581,Gary's Barber Shop,Charlotte,NC,17045969444.0,5.0,$
23582,Cotswold Barber Shop,Charlotte,NC,17043661808.0,4.0,$
23583,Clasico Barbershop,Charlotte,NC,17049407741.0,5.0,$
23584,Morningside Barber & Style Shop,Charlotte,NC,17043328958.0,5.0,$
23585,Pineville Barber and Hair Salon Shop,Pineville,NC,17048894247.0,3.5,$
23586,Hair Reflections,Matthews,NC,17043210072.0,5.0,$
23587,Gordon's Family Hair Gallery,Charlotte,NC,17043584648.0,5.0,$
23588,R&R Beauty By Nite Barber Shop,Fort Mill,SC,18035488493.0,3.0,$
23589,Sport Clips Haircuts of Park Towne Village,Charlotte,NC,17045236375.0,3.5,$
23590,Ruth's Hair Styling Salon,Charlotte,NC,17046120588.0,4.5,$
23591,Clean Cuts Barbershop,Charlotte,NC,17045498866.0,3.0,$
23592,Gillespie Barber and Stylist,Charlotte,NC,17043429919.0,4.0,$
23593,Golden Creations,Huntington Beach,CA,19495312351.0,5.0,$
23594,Rhodie's Barber and Styling,Charlotte,NC,19808197288.0,3.0,$
23595,Great Clips,Charlotte,NC,17045875475.0,3.5,$
23596,Standing Ovation Barber Shop,Matthews,NC,17049708272.0,4.5,$$
23597,Diamond Cutz Barbershop,Charlotte,NC,17048774270.0,3.5,$$
23598,Mint Hill Barber Shop,Mint Hill,NC,17045733373.0,4.5,$$
23599,Ballantyne Barbershop,Charlotte,NC,19802992366.0,4.5,$$
23600,Sports-N-Kutz,Mint Hill,NC,19802368547.0,5.0,$$
23601,Shear Excellence,Charlotte,NC,17049006219.0,4.5,$$
23602,Franchise Barbers,Charlotte,NC,17045379334.0,4.0,$$
23603,City Barbers at Uptown,Charlotte,NC,17048879736.0,4.5,$$
23604,The Man Cave Barber Shop,Charlotte,NC,17043332283.0,4.5,$$
23605,Fade Factory Barbershop,Charlotte,NC,17045988080.0,4.5,$$
23606,South Park Barber Shop,Charlotte,NC,17043646330.0,3.5,$$
23607,Venus 21 Unisex,Charlotte,NC,17045355773.0,4.5,$$
23608,Roosters Men's Grooming Center,Charlotte,NC,17045420098.0,4.0,$$
23609,Five Star Barber Salon,Charlotte,NC,17045040830.0,4.5,$$
23610,Charlotte Barber & Beard,Charlotte,NC,17045957795.0,4.0,$$
23611,Arcade Men's Room,Charlotte,NC,17043335868.0,5.0,$$
23612,Gene's Master Cuts,Charlotte,NC,17043720846.0,5.0,$$
23613,The Cut Barbershop,Charlotte,NC,17044050800.0,4.0,$$
23614,Roosters Men's Grooming Center,Charlotte,NC,19802624583.0,4.0,$$
23615,Shear Excellence - Charlotte,Charlotte,NC,17046595611.0,4.0,$$
23616,The Art of Shaving,Charlotte,NC,17043660053.0,3.5,$$$
23617,Emerson Joseph,Charlotte,NC,17043433443.0,4.0,$$$
23618,Da Lucky Spot Barber Shop,Charlotte,NC,17043337325.0,3.0,$$$
23619,No Grease Mosaic,Charlotte,NC,17043336311.0,3.5,$$$
23620,Travis Beachum Salon,Charlotte,NC,17046180664.0,5.0,$$$
23621,Sharlina Studio,Charlotte,NC,17349265282.0,5.0,$$$
23622,So Sharp!,Charlotte,NC,17043996633.0,2.0,$$$
23623,Main Barber Shop,Farmington,NM,15053263960.0,2.5,$
23624,Barber Doll,Cortez,CO,19705653655.0,3.0,$
23625,Broadway Barber Shop,Farmington,NM,,3.5,$$
23626,Main Barber Shop II,Farmington,NM,,1.5,$$
23627,The Bookcase and Barber,Durango,CO,19707644123.0,4.5,$$
23628,Reylynns Barber Lounge and Hair Studio,Durango,CO,19707644028.0,4.5,$$
23629,Incognito Hair Salon,Durango,CO,19703858938.0,5.0,$$
23630,Matthew Walk-in Haircuts,Cortez,CO,19705602371.0,4.5,$$
23631,Tucson's Barber & Styling,Durango,CO,19702479942.0,3.0,$$
23632,College Plaza Hair Design,Durango,CO,19702590079.0,2.0,$$
23633,Sara at Incognito Salon,Durango,CO,19703858938.0,5.0,$$
23692,Locticianterri,U-City,MO,13143698260.0,5.0,$$
23732,Lady Jane's Haircuts for Men,Kansas City,MO,18163981500.0,3.5,$$
23752,Grandview Plaza Barber Shop,Grandview,MO,18167612277.0,4.0,$$
23770,Shockley Leslie Beauty Salon,Lees Summit,MO,18165541090.0,5.0,$$
23817,Elite Barber Shop,Columbia,MO,15732142842.0,5.0,$
23818,Lake Ozark Barber,Lake Ozark,MO,15739645513.0,5.0,$
23819,J & M's Magic Razor,Eldon,MO,15733926300.0,4.5,$
23821,Hair Unlimited,Columbia,MO,15734455614.0,5.0,$
23822,Campus Barber & Styling Shop,Columbia,MO,15734437057.0,3.0,$
23824,Forum Barber Shop,Columbia,MO,15734464844.0,1.0,$
23825,Sport Clips Haircuts of Jefferson City,Jefferson City,MO,15736348853.0,3.5,$$
23826,Tiger Barber Shop,Columbia,MO,15734495951.0,4.0,$$
23827,Jt's Cutz,Columbia,MO,15738142707.0,4.5,$$
23828,Clean Cut Barbershop,Columbia,MO,15734421904.0,5.0,$$
23830,Route B Barber Shop & Hairstyling,Columbia,MO,15734491600.0,4.5,$$
23831,M. Boss Barber and Salon,Columbia,MO,15734432677.0,5.0,$$
23832,The Groom Room,Columbia,MO,,5.0,$$
23833,Sport Clips Haircuts of Paris Rd,Columbia,MO,15734748853.0,4.0,$$
23834,Regeneration Salon & Spa + Wellness,Columbia,MO,15732341560.0,3.5,$$
23835,Sport Clips Haircuts of Forum Blvd,Columbia,MO,15734458853.0,3.5,$$
23836,Varsity Clips,Columbia,MO,15734493333.0,3.5,$$
23900,Great Clips,Atlanta,GA,14046859597.0,3.5,$
23908,The Men's Parlor,Atlanta,GA,16787055580.0,4.5,$$
23910,Rudy's Barbershop,Atlanta,GA,14049474949.0,3.5,$$
23912,Clip Appeal Barber Salon,Atlanta,GA,14048926209.0,4.0,$$
23913,Levelz Beauty And Barber Lounge,Atlanta,GA,16785158094.0,3.5,$$
23919,Tee'z Cutz,Atlanta,GA,14044288740.0,3.0,$$
23986,Art's Prattville Barber Shop,Sand Springs,OK,19182457800.0,5.0,$
24020,Sport Clips Haircuts of Liberty Triangle,Liberty,MO,18167811127.0,3.0,$$
24027,The Cornershop Barber Shop,Manchester,XGM,441612367295.0,3.5,£
24028,Deans Barber Shop,Sale,XGM,441619622588.0,4.5,£
24029,Palace Barbers,Manchester,XGM,447962186320.0,4.0,£
24030,Barberella,Manchester,XGM,441612367565.0,4.5,£
24032,Chop Barbers Shop,Rusholme,XGM,441612489992.0,3.0,£
24033,Zaks,Stockport,SKP,441612241021.0,5.0,£
24034,A Cut In Time,Manchester,XGM,441618328044.0,2.5,£
24035,Funky Crop,Manchester,XGM,441612371032.0,5.0,£
24036,Horwich Barber,Horwich,XGM,447940454761.0,5.0,£
24037,Aarons Barbers,Bolton,XGM,441204304154.0,4.0,£
24038,K Style Studios,Manchester,XGM,441618605164.0,3.5,£
24039,Ste's Barbers,Whitefield,XGM,441617965119.0,2.5,£
24040,Chalky Whites,Manchester,XGM,447917057475.0,4.0,£
24041,Hairways,Middleton,XGM,441616435098.0,3.5,£
24042,Broomheads Barbers,Stockport,XGM,447974639730.0,4.0,£
24043,Barnetts Of Sale Moor,Sale,XGM,441619766667.0,3.5,£
24045,Stans Barbers,Manchester,XGM,447906462216.0,1.0,£
24046,Shearers,Stalybridge,XGM,441613382833.0,4.0,£
24047,Close Male Grooming,Manchester,XGM,441612280701.0,4.5,££
24048,MAD GUYZ Barber Manchester,Manchester,XGM,447380216016.0,5.0,££
24049,Barbers Boutique,Manchester,XGM,441612743097.0,4.0,££
24050,Flanagans,Manchester,XGM,441618321109.0,3.0,££
24051,City Barbers,Manchester,XGM,441612368887.0,4.0,££
24052,KMC Barbers,Manchester,XGM,,5.0,££
24053,Urban Gent Hairdressing,Manchester,XGM,447583312409.0,5.0,££
24054,Mufti Hairdressing,Manchester,XGM,441612445230.0,4.5,££
24055,Just Cuts,Manchester,XGM,441619279449.0,3.0,££
24056,Planet Man,Oldham,XGM,441612848477.0,4.0,££
24057,Crown Barbers,Manchester,XGM,447946721795.0,3.0,££
24058,Sabiha's Beauty Studio,Manchester,XGM,441612249786.0,4.0,££
24059,Hair Tonic,Manchester,XGM,441619752702.0,5.0,££
24060,The Gentry Grooming Co,Manchester,XGM,441618351200.0,2.5,££
24061,Supercuts,Manchester,XGM,441618192714.0,3.5,££
24062,Hair 151,Bolton,XGM,441204595535.0,5.0,££
24063,Maclure Barbers,Manchester,XGM,441614487536.0,4.0,££
24064,Step 'N' Style,Chorley,LAN,441254831403.0,4.0,££
24065,Hale Barber Shop,Altrincham,XGM,441619286650.0,4.0,££
24066,Town Barber,Oldham,XGM,441616249678.0,3.0,££
24067,BarberBarber,Manchester,XGM,441618325409.0,3.5,£££
24068,Mr Male Grooming,Manchester,XGM,441618341610.0,5.0,£££
24069,Maclure Barbers,Manchester,XGM,441614255628.0,3.0,£££
24070,Kim-creative,Manchester,XGM,441618395688.0,3.5,£££
24071,Dylan Robert Hair Studio,Manchester,XGM,441612242746.0,3.0,£££
24072,Gary's Barber Shop,Ashton-under-Lyne,XGM,,4.0,££££
24145,Jim's Barber Shop,Ozark,MO,14175815565.0,3.0,$
24157,Outlaw Gentlemen Barber Shop,Rogersville,MO,14179296040.0,5.0,$$
24195,The Barber's Mark,Burlington,ON,19053328883.0,5.0,$
24196,Vincent's Barber On Southdown,Mississauga,ON,19058223176.0,4.5,$
24197,Maplegrove Barber & Family Hair Care,Oakville,ON,19058449402.0,2.5,$
24198,Fortuna Hair Salon,Mississauga,ON,19058977373.0,4.0,$
24199,Beauty Top Cut,Mississauga,ON,19058203227.0,4.0,$
24200,K&M Barber Shop,Toronto,ON,16473474447.0,4.0,$
24201,Brant Barber Shop,Burlington,ON,19056377652.0,3.0,$
24202,Vincent's 2 Barber Shop & Hairstyle,Oakville,ON,19052571247.0,2.0,$
24203,Philip & Frank's Barbar Shop,Etobicoke,ON,14162595393.0,3.0,$
24204,O.D Hair Salon,Mississauga,ON,19055027177.0,2.0,$
24205,Village Plaza Barber Shop,Waterdown,ON,19056898335.0,5.0,$
24206,Frank & Tony's barbershop,Mississauga,ON,19058262367.0,1.0,$
24207,Topmen Barbers,Oakville,ON,19058444443.0,3.5,$$
24208,Trafalgar Barber Shop,Oakville,ON,19055826007.0,5.0,$$
24209,Royal Chair Barber Shop,Oakville,ON,19052576030.0,3.5,$$
24210,Johny's Barber Shop,Oakville,ON,19058455014.0,3.5,$$
24211,The Nite Owl Barber Shop,Toronto,ON,,5.0,$$
24212,Cadmen,Mississauga,ON,16474927079.0,4.5,$$
24213,New York New York - Mens Grooming Lounge,Burlington,ON,12893376085.0,5.0,$$
24214,Village Cigar Company & Barbershop,Burlington,ON,19056812012.0,4.0,$$
24215,The Barber Studio,Mississauga,ON,19059978271.0,4.0,$$
24216,Signature Shears,Mississauga,ON,19058977350.0,5.0,$$
24217,Millway Men's Hairstyling,Mississauga,ON,19058281550.0,4.5,$$
24218,The Infamous Scars and Strops,Mississauga,ON,14168901677.0,4.5,$$
24219,The Buzz For Men,Burlington,ON,19055923263.0,5.0,$$
24220,Walkers Barber Shop,Burlington,ON,,4.5,$$
24221,The Groomsmen Cut & Shave,Mississauga,ON,19059977500.0,4.5,$$
24222,Men Zone Barbershop,Mississauga,ON,19058903000.0,3.0,$$
24223,The Lakeview Barber Shop,Mississauga,ON,,5.0,$$
24224,The Barber's Chair,Mississauga,ON,19055661840.0,3.0,$$
24225,Topmen Barbers,Burlington,ON,19056374443.0,3.5,$$
24226,The Barbers Chair,Mississauga,ON,19058209960.0,3.5,$$
24227,CABIN - Goods & Grooming for Gents,Mississauga,ON,19059902427.0,5.0,$$$
24228,Arkan Barber,Mississauga,ON,19055422599.0,5.0,$$$
24229,Sports Clips Haircut,Oakville,ON,19052571123.0,3.5,$$$
24230,Heavens Hair Design,Mississauga,ON,16472480224.0,1.0,$$$
24231,Donato Salon + Spa,Mississauga,ON,19055665900.0,3.0,$$$
24232,Miami Fades,Toronto,ON,16477488995.0,2.0,$$$$
24306,Donny's Barber Shop,Poplar Bluff,MO,15737279269.0,5.0,$
24330,Sport Clips Haircuts of Belton Towne Center,Belton,MO,18163311991.0,4.0,$$
24335,Sport Clips Haircuts of Overland Park,Overland Park,KS,19132398895.0,4.0,$$
24336,Sport Clips Haircuts of Lee's Summit,Lee's Summit,MO,18165548630.0,3.0,$$
24338,Sport Clips Haircuts of Stateline,Kansas City,MO,18169428217.0,2.5,$$
24340,Sport Clips Haircuts of Overland Station,Overland Park,KS,19136610440.0,2.5,$$
24341,Beauty Brands,Overland Park,KS,19136634848.0,4.0,$$
24342,KC Lashes,Overland Park,KS,18332774773.0,4.0,$$
24354,Pappy's Salon,Independence,MO,18168335486.0,5.0,$$
24355,Sport Clips Haircuts of Blue Ridge,Kansas City,MO,18163532480.0,4.0,$$
24498,Al's Corner Barber Shop,Jersey City,NJ,12014326783.0,4.0,$
24499,Imperial Shave,Jersey City,NJ,12018221060.0,3.5,$
24500,The Taper’s Club,Union City,NJ,12015529511.0,5.0,$
24501,Richard's International Barber Shop,Jersey City,NJ,12012229393.0,4.5,$
24502,Nino's Barber Shop,Jersey City,NJ,15512085764.0,4.0,$
24503,Stags Only Barbershop,Hoboken,NJ,12012530880.0,4.0,$
24504,First Street Barber Shop,Hoboken,NJ,12017986361.0,4.0,$
24505,Mr L Hair Creations,Hoboken,NJ,12016569501.0,4.5,$
24506,Dominick's & Vincent's Barber Shop,Hoboken,NJ,12017920077.0,4.0,$
24507,Venus Salon,Jersey City,NJ,15512567227.0,4.5,$
24508,Hair I Am,Hoboken,NJ,12017959077.0,5.0,$
24509,Pete's Barber Shop & Stylists,Jersey City,NJ,12014350299.0,4.0,$
24510,Joe's Barber Shop,Jersey City,NJ,12014201482.0,5.0,$
24511,Usha's House of Stylz,Jersey City,NJ,12018303090.0,2.5,$
24513,Barber Shop,Hoboken,NJ,12017982989.0,4.5,$
24514,X-Press Cuts,Jersey City,NJ,12015361100.0,3.0,$
24515,Carlito's Barbershop,Union City,NJ,12018652020.0,3.0,$
24516,Supercuts,Hoboken,NJ,12016530400.0,2.5,$
24517,Sparkle Salon,Hoboken,NJ,15513582839.0,3.0,$
24522,International Styles Barbershop,Jersey City,NJ,12014599090.0,4.0,$$
24523,Mane Source,Jersey City,NJ,12013600370.0,3.5,$$
24524,Markdaniel Barbershop,Hoboken,NJ,12012227717.0,4.5,$$
24525,Etiket Barber & Lifestyle Co,Jersey City,NJ,12013602021.0,4.0,$$
24526,Street Fame Barbershop,Jersey City,NJ,12012174200.0,4.5,$$
24527,City Barbers,Jersey City,NJ,12014200092.0,4.5,$$
24528,Jersey Clippers Barbershop,Jersey City,NJ,12018559410.0,5.0,$$
24529,Shampoo JC,Jersey City,NJ,12013950045.0,4.0,$$
24530,Spesh,Hoboken,NJ,12016836000.0,5.0,$$
24531,Freestyle Babershop,Jersey City,NJ,12019840226.0,5.0,$$
24532,Hoboken Hair,Hoboken,NJ,12012530380.0,4.5,$$
24533,Gino's Barber Shop,Hoboken,NJ,12017923577.0,4.5,$$
24534,Switch Blades,Jersey City,NJ,12017954200.0,5.0,$$
24535,The Hoboken Man,Hoboken,NJ,12016100500.0,3.5,$$
24536,Solutions Barbershop,Jersey City,NJ,12016401598.0,4.0,$$
24537,V's Barbershop,Hoboken,NJ,12019429559.0,4.0,$$
24580,Faudi's Barber Shop,Warrensburg,MO,16604290025.0,5.0,$$
24687,V Vegaz Style,Saint Louis,MO,13147257900.0,4.5,$$
24714,Mike's Barber Shop,Independence,MO,18162543844.0,5.0,$$
24716,Sport Clips Haircuts of Independence,Independence,MO,18167958818.0,3.0,$$
24719,Good Times Barber Shop,Kearney,MO,16192071826.0,5.0,$$
24781,Karl's Kuts,Winfield,MO,16366687140.0,5.0,$$
24834,Salon Vo,Inverness,FL,13523412992.0,5.0,$$
24857,Corey's Barber Shop,Gulfport,MS,12282161920.0,4.0,$
24861,7DS Ricky's Barbershop,Gulfport,MS,15043522225.0,5.0,$
24862,Heflin's Barber Shop,Gulfport,MS,12282349209.0,5.0,$
24863,Uppercuts Men's Hair Saloon,Gulfport,MS,12288312550.0,4.5,$$
24864,Central Barber and Beauty Shop,Biloxi,MS,12284366863.0,4.0,$$
24865,Modena Hair & Nails Spa,D'Iberville,MS,12282075184.0,4.5,$$
24866,Sport Clips Haircuts of D'lberville,D'Iberville,MS,12283927234.0,2.5,$$
24867,Sport Clips Haircuts of Gulfport,Gulfport,MS,12283143939.0,4.0,$$
24971,Black & Gold Barber Shop,Waveland,MS,12283411300.0,4.0,$$
24982,The Hair Company,Lucedale,MS,16019471101.0,5.0,$$
24986,Stone Plaza Barber Shop,Greenville,SC,18642757076.0,5.0,$
24987,Bacano Cutz,Greenville,SC,18643499148.0,4.0,$
24988,Head Coach Haircuts,Greenville,SC,18642863236.0,4.5,$
24989,Headlines Hair Cuts For Mens,Greenville,SC,18645685538.0,4.5,$
24990,The Boss Barber Studio,Greenville,SC,18644128686.0,5.0,$
24991,Jody's Barber Shop,Travelers Rest,SC,,5.0,$
24992,Exclusive Cuts & Styles,Taylors,SC,18645010758.0,5.0,$
24993,Great Clips,Simpsonville,SC,18649625276.0,2.0,$
24994,Liberty Fine Cuts And Shaves,Greenville,SC,18649066711.0,4.5,$$
24995,Old Crow Barbershop,Greenville,SC,18645201065.0,4.5,$$
24996,Mohawk Barbers,Greenville,SC,18645529888.0,4.0,$$
24997,Furman Barber Shop,Greenville,SC,18642338850.0,4.5,$$
24998,Roosters Men's Grooming Center,Greenville,SC,18648848920.0,4.0,$$
24999,Razors Edge At O'Haira Salon,Greenville,SC,18643848989.0,5.0,$$
25000,District 25 Barber Shop,Greenville,SC,18642991991.0,4.0,$$
25001,The Classic Barber & Shave,Greer,SC,18644699946.0,3.5,$$
25002,Brushy Creek Barber & Styling Shop,Greer,SC,18642440053.0,5.0,$$
25003,Studio 7,Greenville,SC,18642555656.0,4.5,$$
25004,Merck's Barber Shop,Simpsonville,SC,18649672226.0,5.0,$$
25005,Sport Clips Haircuts of Woodruff,Greenville,SC,18649879061.0,2.5,$$
25006,Sport Clips Haircuts of Simpsonville - Five Forks,Simpsonville,SC,18644583323.0,3.5,$$
25007,Frank's Gentlemen's Salon,Greenville,SC,18644517755.0,4.5,$$$
25054,Ray's Barber Shop,Long Beach,MS,12288645144.0,4.5,$
25063,Squared Up Barbershop,Hattiesburg,MS,16166488784.0,4.0,$
25064,Sport Clips Haircuts of Hattiesburg - Hwy 98,Hattiesburg,MS,16012611191.0,4.0,$$
25092,Family Headquarters Barber Shop,Homosassa,FL,13526282040.0,4.5,$$
25101,Contempo Hair Salon,Spring Hill,FL,13525974939.0,4.0,$$
25131,Jeremy Wexler Hair,Memphis,TN,19014871968.0,5.0,$$
25132,Sport Clips Haircuts of East Memphis,Memphis,TN,19016855995.0,3.5,$$
25136,Teton Barbers,Jackson,WY,13077330000.0,4.0,$$
25137,The Whiskey Barber,Jackson,WY,13072011549.0,4.0,$$
25138,Clip Joint,Jackson,WY,13077333615.0,5.0,$$
25197,A-Barber Shop,Long Beach,CA,15624267494.0,4.5,$
25198,Intensive Cuts,Long Beach,CA,15626123990.0,4.5,$
25199,Precise Barbershop,Long Beach,CA,15622576962.0,4.5,$
25200,Parkcrest Barbershop,Long Beach,CA,15624219999.0,4.5,$
25201,Capt Jak's Barbershop & Shave Parlor,Long Beach,CA,15624725194.0,5.0,$
25202,Ohana Barbers,Long Beach,CA,15624304623.0,4.5,$
25203,EightNine Barbers,Long Beach,CA,15624527171.0,4.0,$
25204,Extreme Fades,Signal Hill,CA,15625978625.0,4.5,$
25205,California Heights Barbershop,Long Beach,CA,,4.5,$
25206,Seng's Shear Delight Barbershop,Long Beach,CA,15627874407.0,5.0,$
25207,Mac's Barber Shop,Long Beach,CA,15627617966.0,4.0,$
25208,Consistent Cutz Barber Shop,Long Beach,CA,15625952123.0,5.0,$
25209,Stash House Barbershop,Long Beach,CA,15624706885.0,4.5,$
25210,Cali Prime Barber Shop,Long Beach,CA,15622482744.0,4.5,$
